seller_id,total_orders,avg_delivery_delay,avg_processing_days,late_delivery_rate,avg_order_value,total_revenue,avg_review_score,risk_index,risk_category
058fd0aa2bfdb2274e05e1ae971dabb6,59,-11.76,1.17,7.94,130.12,8197.8,4.37,18.690975387420234,Low Risk
05d2173d43ea568aa0540eba70d2ca76,62,-11.61,1.45,6.06,97.22,6416.32,4.0,20.30264357338195,Low Risk
05f51e13da97139648b8125c31e5f51b,57,-9.95,4.37,15.0,249.96,14997.71,4.25,33.801276207839564,Low Risk
05ff92fedb5be47920fea08e501238b9,51,-16.42,1.02,3.64,384.4,21141.98,4.4,11.927073837739288,Low Risk
062ce95fa2ad4dfaedfc79260130565f,51,-12.87,4.42,1.82,159.66,8781.2,4.05,16.820419325433,Low Risk
06579cb253ecd5a3a12a9e6eb6bf8f47,60,-8.78,1.39,15.94,91.04,6281.49,3.83,36.50683682771195,Low Risk
066a6914e1ebf3ea95a216c73a986b91,61,-17.35,2.55,1.54,133.35,8667.98,4.05,14.366453965360076,Low Risk
0691148aee60ca47977c187804f935ae,41,-12.24,1.76,0.0,157.38,7239.4,4.0,11.80309936189608,Low Risk
06a2c3af7b3aee5d69171b0e14f0ee87,356,-9.79,4.44,25.68,95.84,35461.98,3.98,52.40838650865999,Medium Risk
06df0c10d34e459d9672bc77388742eb,25,-13.97,0.66,10.34,383.21,11113.0,4.34,21.961713764813133,Low Risk
06e5eefc71ec47ae763c5c6f8db7064f,86,-15.76,1.47,2.25,245.17,21820.55,3.94,15.423883318140383,Low Risk
070d165398b553f3b4b851c216b8a358,31,-9.08,3.0,13.16,133.7,5080.46,3.54,37.38559708295352,Low Risk
080102cd0a76b09e0dcf55fcacc60e05,115,-11.25,0.61,4.13,46.78,5660.71,4.54,10.661804922515953,Low Risk
080199a181c46c657dc5aa235411be3b,76,-10.25,1.66,1.25,193.44,15475.14,4.59,7.0628988149498655,Low Risk
08633c14ef2db992c11f840f04fad4cd,69,-10.52,0.66,6.74,130.64,11627.2,4.29,17.257976298997267,Low Risk
0885aaf116795758dfeb5f1032487bcd,24,-11.15,0.27,3.85,116.67,3033.47,4.42,11.194165907019144,Low Risk
093805f8f2aeb63881444571e1f48f30,22,-10.78,1.59,3.7,72.89,1968.14,3.81,19.092069279854147,Low Risk
09f952a5f58d2285b0372551ae8f9b01,45,-11.86,1.73,3.92,260.84,13302.86,3.86,19.01914311759344,Low Risk
0adac9fbd9a2b63cccaac4f8756c1ca8,102,-11.31,3.4,4.58,203.34,26637.19,4.01,20.167730173199637,Low Risk
0afccdb8a34ee5c79f7c06faf2b4d56e,24,-10.38,2.79,8.33,49.4,1185.6,4.09,24.094804010938926,Low Risk
0b35c634521043bf4b47e21547b99ab5,43,-15.01,1.97,10.0,416.74,29172.13,3.52,31.868732907930724,Low Risk
0b90b6df587eb83608a64ea8b390cf07,153,-17.6,1.85,3.45,219.51,44559.67,4.0,16.933454876937105,Low Risk
0bae85eb84b9fb3bd773911e89288d54,131,-14.84,0.56,0.71,59.47,8326.45,4.24,8.90063810391978,Low Risk
0bb738e4d789e63e2267697c42d35a2d,28,-14.1,2.0,3.45,69.28,2009.2,4.62,10.315405651777574,Low Risk
0be8ff43f22e456b4e0371b2245e4d01,150,-11.21,1.76,6.51,76.96,13006.89,3.95,21.84503190519599,Low Risk
0bf0150d5b9d60d9cd2906003332f085,37,-7.63,3.92,18.33,196.53,11792.0,3.67,44.51048313582498,Medium Risk
0c7533c71df861ec58ad7ff999ed0e8d,61,-9.78,2.41,4.05,62.83,4649.2,4.04,17.98359161349134,Low Risk
0c8380b62e38e8a1e6adbeba7eb9688c,173,-12.11,2.28,4.31,111.37,23276.17,4.1,17.564266180492254,Low Risk
0cbcee27c791afa0cdcb08587a2013a8,37,-14.82,1.44,10.26,142.41,5554.15,3.9,27.51139471285324,Low Risk
0d33a55da925bbf1ff02af5f6059fc7f,20,-9.32,0.95,4.55,29.78,655.19,4.64,10.552415679124891,Low Risk
0d85bbda9889ce1f7e63778d24f346eb,51,-10.12,2.19,18.97,147.07,8529.8,4.21,37.64448495897903,Low Risk
0db783cfcd3b73998abc6e10e59a102f,127,-12.68,1.85,3.05,74.98,9822.1,4.26,13.505925250683687,Low Risk
0dd184061fb0eaa7ca37932c68ab91c5,151,-10.54,2.12,9.89,141.89,25824.6,3.92,27.496809480401097,Low Risk
0df3984f9dfb3d49ac6366acbd3bbb85,85,-14.61,1.85,1.15,119.88,10429.98,4.34,9.859617137648135,Low Risk
0ea22c1cfbdc755f86b9b54b39c16043,215,-15.36,1.05,1.59,55.63,13962.18,4.38,9.188696444849592,Low Risk
0ebd97a106433a45a4aebe57c1799778,30,-16.65,1.58,0.0,105.5,3270.5,4.48,6.355515041020962,Low Risk
0ed6ce5d87fd9c69eaacaeb778d67235,39,-10.97,4.21,15.38,49.15,1916.82,4.39,32.64904284412034,Low Risk
0ef83d7d83ed97cd2a0049ac8be5f88a,46,-14.08,1.25,1.89,110.69,5866.64,4.23,11.485870556061984,Low Risk
0ffa40d54288e4f3499b8780dd0f144f,33,-12.2,1.26,14.29,69.19,2421.8,4.4,27.7228805834093,Low Risk
10076e5788b8ee532724bcd460baf762,22,-12.04,1.0,4.0,41.44,1035.96,4.64,9.804922515952603,Low Risk
1025f0e2d44d7041d6cf58b6550e0bfa,880,-10.85,3.3,9.06,169.11,235066.76,3.86,28.233363719234276,Low Risk
1127b7f2594683f2510f1c2c834a486b,110,-10.66,1.47,6.2,84.92,10954.61,4.19,18.450319051959887,Low Risk
11305281b50fff20ae8bb473f8e11876,33,-11.37,1.39,13.16,222.85,8468.42,4.34,26.87329079307202,Low Risk
113e3a788b935f48aad63e1c41dac1bd,36,-14.0,1.64,4.55,26.3,1157.34,4.35,14.479489516864177,Low Risk
116ccb1a1604bc88e4d234a8c23f33de,58,-10.54,0.91,5.71,34.62,2423.49,4.59,12.747493163172294,Low Risk
11bfa66332777660bd0640ee84d47006,74,-9.07,1.57,16.83,62.43,6305.24,3.79,38.43938012762078,Low Risk
128639473a139ac0f3e5f5ade55873a5,519,-12.14,2.06,6.23,23.92,13058.99,4.2,19.030082041932545,Low Risk
12b9676b00f60f3b700e83af21824c0e,120,-19.59,3.78,2.48,199.74,24169.0,4.48,12.379216043755694,Low Risk
1336efc61c316ddf92c899eb817f7cae,73,-10.9,2.54,9.52,76.94,6463.3,3.93,27.307201458523245,Low Risk
138dbe45fc62f1e244378131a6801526,44,-8.96,1.09,3.77,26.31,1394.44,4.04,16.13126709206928,Low Risk
13d058e4eeac2ce8217660b2f8a05812,22,-10.27,2.5,13.64,169.99,3739.78,4.18,30.537830446672746,Low Risk
1464afc72f696af775557a821c2e253f,27,-12.68,0.54,3.57,36.52,1022.54,4.14,14.144029170464908,Low Risk
14a08204d03bb6b6bde8029f801ae0eb,26,-15.31,1.81,0.0,111.36,4009.1,3.78,14.26435733819508,Low Risk
14d7985702e72162bbf13b6beb74ab2b,36,-9.95,1.38,10.81,107.16,3964.8,4.43,22.450319051959898,Low Risk
1554a68530182680ad5c8b042c3ab563,223,-12.45,1.55,6.53,122.35,29976.22,4.26,18.253418413855975,Low Risk
157c3e4b42f81ac4a44e8b1ca2fe9876,21,-11.03,2.52,6.9,144.54,4191.7,4.07,21.93254329990884,Low Risk
15aac934c58d886785ac1b17953ea898,24,-11.0,1.5,8.33,116.66,2799.9,4.38,19.51139471285324,Low Risk
16090f2ca825584b5a147ab24aa30c86,387,-9.92,1.0,10.38,65.33,25804.25,4.07,25.345487693710115,Low Risk
165fc07beebdcb6190fba8a06db2a449,50,-11.09,2.91,12.5,450.22,28814.15,3.69,34.68368277119417,Low Risk
17306570e772e7718c92a562d33f5f1d,27,-10.0,3.6,6.67,356.7,10701.1,3.77,26.06016408386509,Low Risk
1771297ac436903d1dd6b0e9279aa505,26,-15.0,0.64,3.03,106.29,3507.52,4.61,8.324521422060162,Low Risk
17a053fcb14bd219540cbde0df490be0,120,-10.25,2.63,7.59,393.32,57031.19,4.22,21.418413855970833,Low Risk
17ca9b9e9b9ef8fdb529001b49ebb50f,104,-13.75,1.02,2.54,93.98,11090.08,4.04,14.260711030082044,Low Risk
17e34d8224d27a541263c4c64b11a56b,238,-10.59,2.09,7.57,227.42,57082.79,4.22,20.79854147675479,Low Risk
17f51e7198701186712e53a39c564617,56,-12.23,11.18,8.2,918.84,56048.99,4.34,30.3482224247949,Low Risk
1835b56ce799e6a4dc4eddc053f04066,399,-10.59,1.15,10.55,107.59,57131.09,3.6,30.89881494986327,Low Risk
1838dd9b8977065acf51d95e0053ea7a,60,-10.44,0.65,4.76,47.36,2983.9,4.38,13.374658158614405,Low Risk
18a349e75d307f4b4cc646a691ed4216,99,-14.19,1.95,4.24,94.51,11151.85,3.6,22.570647219690066,Low Risk
18e694e0e48ed6f7aa3f24aade5fd697,30,-12.73,0.67,3.03,26.28,867.38,4.67,7.7010027347310865,Low Risk
1900267e848ceeba8fa32d80c1a5f5a8,398,-9.66,1.43,10.08,83.73,43205.96,3.9,27.237921604375572,Low Risk
198c7ea11960a9844b544d9bcdca860c,24,-9.79,1.42,12.5,71.62,1718.76,3.83,31.522333637192347,Low Risk
1a3df491d1c4f1589fc2b934ada68bf2,156,-12.73,3.14,5.33,161.54,27301.1,4.22,18.680036463081134,Low Risk
1b4c3a6f53068f0b6944d2d005c9fc89,107,-12.98,0.94,5.36,146.09,16362.3,4.18,16.75478577939836,Low Risk
1b8356dabde1d35e17cef975c3f82730,55,-14.28,0.97,1.67,67.87,4072.3,4.13,11.95259799453054,Low Risk
1b938a7ec6ac5061a66a3766e0e75f90,26,-12.57,1.0,3.57,136.63,3825.6,4.57,9.943482224247946,Low Risk
1bb2bdb95f4841f1bba2c0d2cd83d3c9,75,-12.89,4.19,6.25,62.77,5021.48,4.57,17.34184138559708,Low Risk
1c129092bf23f28a5930387c980c0dfc,198,-9.95,3.16,5.09,62.49,13497.17,4.2,18.570647219690063,Low Risk
1c40343cc5d18c2d8248ac2f3366de34,21,-12.0,1.59,9.09,131.24,2887.28,4.55,18.858705560619875,Low Risk
1c68394e931a64f90ea236c5ea590300,137,-15.42,4.01,2.91,198.75,34185.37,3.98,18.72743846855059,Low Risk
1ca7077d890b907f89be8c954a02686a,108,-6.86,4.63,19.69,140.82,17883.78,2.27,62.5852324521422,Medium Risk
1caf283236cd69af44cbc09a0a1e7d32,32,-13.39,1.5,8.33,30.55,1099.77,4.53,17.870556061987237,Low Risk
1ce3ae5a399804d1a87e706f8a813c3e,37,-15.24,1.17,9.76,104.48,4283.48,3.71,28.56517775752051,Low Risk
1d4587203296c8f4ad134dc286fa6db0,38,-11.13,0.77,5.13,74.63,2910.49,4.33,14.592525068368275,Low Risk
1d8dbc4f32378d715c717c1c1fc57bae,88,-13.18,3.6,7.45,149.4,14043.21,3.92,25.556973564266183,Low Risk
1da366cade6d8276e7d8beea7af5d4bf,41,-7.83,6.43,12.77,159.83,7512.1,3.96,35.97447584320875,Low Risk
1da3aeb70d7989d1e6d9b0e887f97c23,257,-11.52,1.09,4.97,40.69,13103.71,4.07,17.55332725615314,Low Risk
1dc2de47ee26a0a5b12dc14fd6dc0dea,24,-8.5,1.73,11.54,72.92,1895.99,4.5,23.132178669097538,Low Risk
1dfe5347016252a7884b694d4f10f5c4,20,-7.69,1.58,23.08,106.67,2773.29,3.19,54.12944393801277,Medium Risk
1e8b33f18b4f7598d87f5cbee2282cc2,113,-10.53,1.06,4.69,158.11,20238.2,4.29,14.70556061987238,Low Risk
1eade46fba20122dc4aefb379f8c636b,55,-7.28,1.38,13.89,60.8,4377.86,4.28,28.583409298085687,Low Risk
1f1bb1f0859883505541bdd6606193e5,27,-10.45,3.14,10.34,638.61,18519.82,4.31,25.002734731084786,Low Risk
1f50f920176fa81dab994f9023523100,1373,-10.75,2.92,9.38,114.37,217065.49,3.99,26.862351868732908,Low Risk
1f9ab4708f3056ede07124aad39a2554,71,-12.83,2.26,4.17,177.66,12791.74,4.13,17.01002734731085,Low Risk
1fe5540d7c1c37a595fefbacd5570d9e,20,-14.4,2.08,4.0,266.55,6663.7,4.28,14.92433910665451,Low Risk
2089a6d640999f9b9141ac719b2af596,39,-10.33,8.56,15.38,192.74,7517.02,3.87,43.095715587967184,Medium Risk
20cb7c2fde3e5bf10f0bbe7394e1c6a9,31,-12.82,1.38,10.0,33.8,1690.0,3.9,27.066545123062895,Low Risk
20d83f3ef0e6925fd74bfd59170babf7,40,-11.61,0.91,3.7,120.6,6512.3,4.35,12.441203281677307,Low Risk
2138ccb85b11a4ec1e37afbd1c8eda1f,377,-12.06,1.7,5.41,34.12,13885.98,3.92,20.50319051959891,Low Risk
213b25e6f54661939f11710a6fddb871,146,-10.38,6.98,11.41,117.21,21565.95,3.86,35.68641750227894,Low Risk
2156f2671501a81034d7d07f217609d0,20,-5.9,2.35,15.0,128.98,2579.6,3.95,34.87329079307202,Low Risk
218d46b86c1881d022bce9c68a7d4b15,376,-11.86,1.1,8.43,154.92,64292.77,4.19,21.298085688240654,Low Risk
2199e7fe213c16213bf5d6a7eadc9a5d,24,-13.2,0.97,3.33,188.88,5666.49,4.4,11.420237010027346,Low Risk
229c3efbfb0ea2058de4ccdfbc3d784a,116,-12.01,0.93,2.1,151.91,21723.0,3.65,17.786690975387422,Low Risk
232a6014e7b10cba61c6c2b2ea6bb4b0,31,-14.47,1.09,5.88,119.31,4056.45,4.06,18.989972652689154,Low Risk
23613d49c3ac2bd302259e55c06c050c,66,-10.19,4.36,14.67,74.58,5593.82,3.65,39.872379216043754,Low Risk
238fac594e170b59c6d228f5a4f4f1d9,27,-9.25,1.25,14.29,113.07,3166.0,3.96,32.52506836827712,Low Risk
23a0ffca143a15b9b5bbdb7d552f626a,23,-11.42,0.58,12.5,175.35,4208.39,3.96,29.18140382862352,Low Risk
23c38debaffe4a25a30fdbd9b586a13f,41,-10.39,2.07,15.22,141.92,6528.42,4.3,31.05925250683683,Low Risk
23d7c96d4a1160db1c726b248601b25a,50,-10.75,3.0,13.21,219.63,11640.46,3.92,33.3017319963537,Low Risk
240b9776d844d37535668549a396af32,35,-11.26,4.31,5.71,380.92,13332.09,4.34,19.201458523245215,Low Risk
244c2f1bff6afe1f2eaf9bfe9b2aed38,23,-8.47,3.07,13.33,135.5,4065.0,3.7,35.95989061075661,Low Risk
2528513dd95219a6013d4d05176e391a,155,-12.39,1.69,4.97,213.06,34303.37,3.98,19.19416590701914,Low Risk
259f7b5e6e482c230e5bfaa670b6bb8f,132,-13.62,0.84,1.89,68.65,10915.62,4.27,10.599817684594354,Low Risk
25c5c91f63607446a97b143d2d535d31,156,-12.18,3.71,5.9,514.88,139532.72,3.72,25.604375569735637,Low Risk
25cf099de44674fde97473224f9d59ab,49,-12.57,1.04,4.08,33.56,1644.36,4.33,13.356426618049225,Low Risk
25e6ffe976bd75618accfe16cefcbd0d,101,-12.53,1.17,5.61,146.66,15693.14,4.41,14.85505925250684,Low Risk
26d8a1c7c75d513045798992ead43aa2,34,-12.5,2.44,8.33,177.14,6376.91,4.33,21.086599817684597,Low Risk
2709af9587499e95e803a6498a5a56e9,25,-4.48,1.72,50.0,41.81,1923.46,2.6,100.0,High Risk
271c58a1d139c45eaf3316107c6d3a3b,27,-11.22,4.96,7.41,133.25,3597.63,4.19,24.032816773017316,Low Risk
272f092de69afedd4d2969440b37f18f,24,-14.92,2.5,0.0,81.07,3080.73,4.17,10.752962625341844,Low Risk
2745f798279e0ed033addcc1474776d7,31,-10.06,2.29,9.68,121.33,3761.19,4.07,25.73564266180492,Low Risk
276677b5d08786d5dce7c2149dcce48b,29,-10.73,1.12,7.32,124.99,5124.4,3.98,21.998176845943483,Low Risk
282f23a9769b2690c5dda22e316f9941,93,-11.26,2.52,4.0,62.81,6281.31,4.42,13.874202370100274,Low Risk
289cdb325fb7e7f891c38608bf9e0962,104,-10.54,0.79,1.68,136.05,16189.53,4.58,6.847766636280764,Low Risk
28f10b1c5e5abb9d4857745bede6147c,28,-6.61,0.89,21.43,29.82,835.0,4.0,42.107566089334554,Medium Risk
2a1348e9addc1af5aaa619b1a3679d6b,40,-9.14,4.12,23.26,65.91,2834.3,3.26,56.404740200546954,Medium Risk
2a261b5b644fa05f4f2700eb93544f2c,49,-8.35,1.66,24.05,141.05,11142.62,3.41,53.22515952597995,Medium Risk
2a5b78b41cd05baeac8df54c6606b92c,41,-16.28,1.16,2.0,315.6,15779.98,4.44,9.250683682771193,Low Risk
2a6fbeaa7ab9e5d59a35841a8da71ce4,29,-12.17,3.31,6.9,56.4,1635.69,3.89,24.765724703737465,Low Risk
2a7dc43cecabf23403078e2188437d1d,51,-10.09,3.34,7.55,92.6,4907.61,4.09,23.558796718322704,Low Risk
2a84855fd20af891be03bc5924d2b453,140,-12.5,1.17,2.8,102.45,14650.9,4.39,10.975387420237015,Low Risk
2b1a40c1daabc6ca280c4b815c101841,21,-13.53,0.34,3.13,699.79,22393.26,3.75,17.549680948040113,Low Risk
2b3e4a2a3ea8e01938cabda2a3e5cc79,50,-11.92,1.85,0.0,575.16,29908.13,4.4,7.525979945305377,Low Risk
2bf6a2c1e71bbd29a4ad64e6d3c3629f,28,-13.24,1.28,10.34,1808.31,52440.9,4.21,24.06198723792161,Low Risk
2c9e548be18521d1c43cde1c582c6de8,120,-8.01,1.13,15.06,51.9,8615.05,4.01,32.96991795806747,Low Risk
2d50d6282f8aa2257819a77bfaa0efe0,40,-9.56,2.39,14.63,80.71,3309.27,3.78,36.23701002734732,Low Risk
2dee2ce60de9709b1a24083217181a1f,54,-17.15,1.16,3.64,146.74,8070.5,4.36,12.517775752051048,Low Risk
2e13c71026e1a39ba5cc1b86dcb679aa,22,-13.35,2.54,7.69,215.12,5593.0,4.31,20.481312670920698,Low Risk
2e1c9f22be269ef4643f826c9e650a52,159,-10.23,1.35,6.63,77.2,12814.63,4.26,18.180492251595265,Low Risk
2e90cb1677d35cfe24eef47d441b7c87,123,-10.32,1.45,12.78,118.59,15773.11,4.01,29.994530537830443,Low Risk
2eb70248d66e0e3ef83659f71b244378,173,-8.68,9.49,14.67,219.11,40315.35,2.82,54.563354603464,Medium Risk
2ff97219cb8622eaf3cd89b7d9c09824,80,-8.87,0.75,6.9,55.07,4790.99,4.54,14.85505925250684,Low Risk
3078096983cf766a32a06257648502d1,56,-12.43,1.13,4.92,158.86,9690.62,4.3,15.008204193254329,Low Risk
30a2f535bb48308f991d0b9ad4a8c4bb,69,-12.94,0.81,3.53,83.97,7137.8,4.24,13.287146763901546,Low Risk
31344c16881c08a8a72c6d2eb29918c1,40,-10.9,2.2,2.5,227.47,9098.9,4.53,10.133090246125796,Low Risk
31561f325664a8a7aba4c8d0c3a9b3db,34,-9.67,1.22,2.78,74.92,2696.99,4.64,8.266180492251598,Low Risk
318f287a62ab7ac10b703ac37435a231,51,-9.48,3.51,11.48,70.99,4330.46,3.92,31.336371923427535,Low Risk
31da954dc0855f2495c6310f70a2f931,28,-10.1,0.62,10.34,199.96,5798.8,4.21,23.340018231540565,Low Risk
323ce52b5b81df2cd804b017b7f09aa7,28,-7.04,3.43,14.29,80.51,2254.4,4.56,28.34639927073838,Low Risk
325f3178fb58e2a9778334621eecdbf9,36,-12.04,1.17,0.0,37.95,1745.51,4.46,6.125797629899727,Low Risk
32b8764b4ef628b53608fc34011fcc13,30,-12.88,1.06,9.38,312.41,9997.0,4.41,20.233363719234276,Low Risk
3340ef1913fb70d28420f6ceb685c339,30,-13.29,1.37,7.89,229.8,8732.47,4.45,17.961713764813126,Low Risk
33576ec5412fb5905d876f12f33bfde6,29,-15.97,7.52,3.23,89.9,2787.0,4.16,21.06472196900638,Low Risk
3361277dc30b7cccdb0c286b24219756,27,-13.64,2.36,12.82,168.52,6572.46,4.15,29.51686417502279,Low Risk
33a17d60c64393351ebf1ef860f4e0f2,41,-15.64,2.56,2.22,206.56,9295.22,4.6,9.352780309936195,Low Risk
33a6f4b1e7cdc205511e76ba1b6e0186,96,-12.33,1.1,1.75,112.17,12787.77,4.38,9.4767547857794,Low Risk
33ac3e28642ab8bda860a2f693000e78,33,-12.53,1.97,0.0,114.01,3876.25,4.21,9.735642661804924,Low Risk
34056b8b55c1775a22af2331670a799c,75,-10.32,0.93,12.0,82.87,6215.1,4.01,28.288058340929815,Low Risk
3481aa57cd91f9f9d3fa1fa12d9a3bf7,21,-14.14,3.05,0.0,74.07,1555.45,3.9,14.308113035551507,Low Risk
34d1ca11b242c0fee2c834ae8d788566,39,-13.7,1.18,0.0,330.34,13213.59,4.31,7.777575205104838,Low Risk
3504c0cb71d7fa48d967e0e4c94d59d9,53,-10.79,1.08,0.0,44.53,2359.84,4.42,6.464904284412033,Low Risk
3586b8580d9c917874e053a1bb37b5ff,34,-16.29,1.1,4.88,48.86,2003.1,4.44,13.385597082953508,Low Risk
36a968b544695394e4e9d7572688598f,144,-12.06,3.23,4.58,50.85,7779.64,3.72,23.15405651777575,Low Risk
37515688008a7a40ac93e3b2e4ab203f,224,-8.08,4.03,9.75,28.57,6742.79,4.1,27.41294439380128,Low Risk
376a891762bbdecbc02b4b6adec3fdda,57,-15.31,0.6,3.45,117.33,6805.23,4.67,8.237010027347313,Low Risk
3771c85bac139d2344864ede5d9341e3,26,-8.3,2.87,16.67,90.4,2711.9,3.57,42.03463992707384,Medium Risk
3785b653b1b82de85ab47dd139938091,21,-19.52,0.92,0.0,95.83,2395.69,4.76,2.570647219690066,Low Risk
37be5a7c751166fbc5f8ccba4119e043,268,-13.75,2.45,2.14,208.67,58636.52,4.32,12.17866909753874,Low Risk
381c83fdca332ea6afd896da20bf6e4a,42,-14.02,1.5,4.76,163.38,6861.9,4.36,14.523245214220601,Low Risk
382229d1e840115ffe3dbf5ff460e417,45,-10.42,0.81,10.42,92.42,4436.14,4.31,22.57064721969007,Low Risk
38e679b9e0064cd94c6f035707344dae,24,-14.24,1.08,4.0,138.67,3466.68,4.08,16.01823154056518,Low Risk
391fc6631aebcf3004804e51b40bcf1e,500,-11.11,2.49,9.61,87.36,51802.07,4.0,26.618049225159528,Low Risk
39d54ff918774174706fb065d7f9dc07,22,-12.38,2.08,12.5,84.77,2034.49,3.92,31.259799453053787,Low Risk
3ab971ce71839580d2ae5b4e40fe8044,34,-12.14,1.36,8.33,143.25,5156.9,3.86,25.046490428441203,Low Risk
3ade81dab5a172b88e1871c28ae05260,28,-10.5,3.03,13.33,204.08,6122.5,4.24,30.009115770282595,Low Risk
3b15288545f8928d3e65a8f949a28291,100,-11.23,2.33,8.33,176.61,21192.72,3.9,25.670009115770288,Low Risk
3b872fd4747f01cc56206f2934198618,25,-9.07,1.41,14.81,114.84,3100.68,3.89,34.224247948951685,Low Risk
3bb548e3cb7f70f28e3f11ee9dce0e59,40,-16.85,2.34,0.0,247.8,11646.44,4.04,12.000000000000002,Low Risk
3bdff180c7e1f6551a643b99c265a120,55,-11.98,1.3,7.02,56.81,3237.9,4.2,19.35095715587967,Low Risk
3be634553519fb6536a03e1358e9fdc7,79,-10.1,1.76,8.51,78.15,7345.72,3.98,24.43391066545123,Low Risk
3c03b12bab54d8b37d79d914bfdb1aa0,36,-9.76,0.88,14.29,129.94,5457.42,3.95,32.22971741112124,Low Risk
3c487ae8f8d7542beff5788e2e0aea83,30,-11.06,2.36,3.03,368.02,12144.5,3.91,17.863263445761167,Low Risk
3c4e0452bff7a2a788179488d3d77032,30,-16.53,1.32,0.0,117.84,4006.6,3.82,13.290793072014587,Low Risk
3c7c4a49ec3c6550809089c6a2ca9370,138,-9.82,1.31,7.59,33.7,5325.04,3.72,25.44393801276208,Low Risk
3d871de0142ce09b7081e2b9d1733cb1,1041,-12.88,2.51,5.96,92.57,102570.84,4.15,19.67547857793983,Low Risk
3d8fa2f5b647373c8620330c4e077a9f,39,-11.39,2.2,2.27,91.26,4015.63,4.25,12.860528714676391,Low Risk
3db66a856d18a9cba7c9241fc5221c50,89,-10.74,4.66,11.83,99.33,9238.1,4.19,30.15132178669097,Low Risk
3df020b72d3d44b3af9d110fa3940b65,54,-10.92,1.25,12.0,130.2,13020.2,3.94,29.40382862351869,Low Risk
3f3486b61f45078d4f31ee5e43d8c5bb,39,-10.33,0.97,15.38,96.66,3769.73,4.33,29.76116681859618,Low Risk
3f995f07c49d0d55a99d5c54957f7d81,42,-12.17,0.86,2.38,91.83,3856.7,4.19,12.211485870556059,Low Risk
3fd1e727ba94cfe122d165e176ce7967,35,-8.81,1.58,19.44,88.34,3180.18,3.97,40.28805834092981,Medium Risk
406822777a0b9eb5c50e442dd4cd3ec5,42,-9.14,1.48,13.64,83.93,3692.89,4.33,27.78122151321787,Low Risk
40d54b51e962dbe09cabbcfd33298dee,28,-12.28,1.52,0.0,223.37,6477.76,3.86,13.072014585232456,Low Risk
412a4720f3e9431b4afa1476a1acddbe,20,-13.0,0.33,0.0,111.54,2342.3,4.24,7.613491340018232,Low Risk
41b39e28db005d9731d9d485a83b4c38,147,-11.04,2.03,7.26,91.86,16442.65,4.16,20.937101185050135,Low Risk
41c2bad7229b0c25e6becf179ebf63ff,20,-16.04,0.57,0.0,42.87,986.0,4.96,0.0,Low Risk
